MTS,OPEN,CLOSE,HIGH,LOW,VOLUME
2017-12-15 05:21:00,17771,17767,17800,17760,39.77519104
2017-12-15 05:22:00,17768,17789,17792,17767,19.37731679
2017-12-15 05:23:00,17789,17797,17827,17789,49.14414444
2017-12-15 05:24:00,17798,17796,17798,17789,28.84703222
2017-12-15 05:25:00,17796,17780,17797,17780,29.50407645
2017-12-15 05:26:00,17780,17752,17782,17751,36.03577239
2017-12-15 05:27:00,17751,17749,17771,17726,65.55944864
2017-12-15 05:28:00,17749,17691,17752,17690,178.92011215
2017-12-15 05:29:00,17691,17682,17696,17680,105.04667205
2017-12-15 05:30:00,17683,17667.33561563,17685,17667.33561563,51.67090607
2017-12-15 05:31:00,17667.33561563,17657,17673,17655,63.65340783
2017-12-15 05:32:00,17666,17658,17682,17650,76.57833717
2017-12-15 05:33:00,17657,17657,17670,17652,59.74166109
2017-12-15 05:34:00,17657,17658,17660,17657,25.79718949
2017-12-15 05:35:00,17661,17710,17731,17658,69.50411796
2017-12-15 05:36:00,17711,17700,17723,17700,49.75803926
2017-12-15 05:37:00,17700,17677,17701,17672,20.74657214
2017-12-15 05:38:00,17673,17701,17748,17670,55.53893443
2017-12-15 05:39:00,17700,17718,17744,17693,69.05303708
2017-12-15 05:40:00,17718,17706,17732,17705,29.73165067
2017-12-15 05:41:00,17707,17693,17711,17691,46.4950351
2017-12-15 05:42:00,17697,17681,17740,17680,51.08205377
2017-12-15 05:43:00,17681,17681,17683,17680,58.63802518
2017-12-15 05:44:00,17680,17644,17681,17628.37917601,72.60375504
2017-12-15 05:45:00,17631,17571,17641,17571,112.666199
2017-12-15 05:46:00,17581,17643,17652,17560,78.57399107
2017-12-15 05:47:00,17631,17637,17664.97461929,17617,88.675017
2017-12-15 05:48:00,17636,17665,17679,17632,69.87824581
2017-12-15 05:49:00,17665,17696,17697,17665,66.5585238
2017-12-15 05:50:00,17697,17728,17736,17696,59.36646
2017-12-15 05:51:00,17728,17761,17761,17724,59.60164049
2017-12-15 05:52:00,17761,17815,17817,17755,77.43057917
2017-12-15 05:53:00,17817,17852,17877,17817,111.31592946
2017-12-15 05:54:00,17852,17838,17871,17826,76.48805512
2017-12-15 05:55:00,17838,17797,17839,17796,55.86617374
2017-12-15 05:56:00,17796,17841,17841,17796,52.1707487
2017-12-15 05:57:00,17835,17839,17845,17829,29.744394
2017-12-15 05:58:00,17839,17868,17869,17834,25.48975668
2017-12-15 05:59:00,17854,17842,17866,17830,27.49904604
2017-12-15 06:00:00,17843,17864,17867,17842,26.81653503
2017-12-15 06:01:00,17867,17895,17897,17865,37.56028697
2017-12-15 06:02:00,17895,17899,17900,17895,69.41897172
2017-12-15 06:03:00,17900,17920,17930,17900,37.07851082
2017-12-15 06:04:00,17920,17917,17939,17915,29.13918356
2017-12-15 06:05:00,17917,17929,17930,17917,24.68235992
2017-12-15 06:06:00,17930,17930,17930,17922,40.39171997
2017-12-15 06:07:00,17929,17926,17929,17922,22.40047356
2017-12-15 06:08:00,17926,17925,17934,17924,36.45834656
2017-12-15 06:09:00,17926,17912,17926,17910,40.96840832
2017-12-15 06:10:00,17910,17825,17911,17824,86.09945781
2017-12-15 06:11:00,17825,17783,17825,17776,67.64861143
2017-12-15 06:12:00,17784,17800,17800,17751,46.12621503
2017-12-15 06:13:00,17801,17827,17838,17800,38.47622016
2017-12-15 06:14:00,17826,17850,17856,17825,31.42641378
2017-12-15 06:15:00,17850,17847,17851,17847,25.61333476
2017-12-15 06:16:00,17848,17810,17848,17808,19.51959704
2017-12-15 06:17:00,17810,17791,17814,17788,15.6031074
2017-12-15 06:18:00,17790,17790,17791,17787,11.75358727
2017-12-15 06:19:00,17788,17789,17828,17782,25.05069658
2017-12-15 06:20:00,17783,17814,17815,17781,16.67812632
2017-12-15 06:21:00,17813,17808,17816,17782,9.36737189
2017-12-15 06:22:00,17803,17805,17812,17803,9.45160104
2017-12-15 06:23:00,17805,17807,17816,17805,5.15519725
2017-12-15 06:24:00,17807,17800,17807,17800,10.58854409
2017-12-15 06:25:00,17801,17795,17801,17790,7.70132283
2017-12-15 06:26:00,17796,17785,17796,17781,12.31454774
2017-12-15 06:27:00,17785,17799,17807,17784,20.253337
2017-12-15 06:28:00,17800,17777,17800,17777,15.72067965
2017-12-15 06:29:00,17778,17761,17791,17761,12.02053321
2017-12-15 06:30:00,17765,17733,17775,17732,38.67524707
2017-12-15 06:31:00,17731,17740,17749,17717,26.85170855
2017-12-15 06:32:00,17741,17753,17764,17741,15.59926033
2017-12-15 06:33:00,17754,17750,17778,17728,28.69281708
2017-12-15 06:34:00,17748,17749,17750,17740,18.48253251
2017-12-15 06:35:00,17749,17735,17750,17735,15.40723861
2017-12-15 06:36:00,17736,17739,17740,17735,10.73984169
2017-12-15 06:37:00,17737,17744,17750,17735,12.40515662
2017-12-15 06:38:00,17742,17747,17750,17741.70700035,13.6689922
2017-12-15 06:39:00,17748,17729,17749,17720,19.08598971
2017-12-15 06:40:00,17720,17704,17749,17699,50.43437082
2017-12-15 06:41:00,17714,17708,17734,17697,9.76869732
2017-12-15 06:42:00,17711,17731,17749,17711,13.38930823
2017-12-15 06:43:00,17730,17731,17750,17712,15.25859895
2017-12-15 06:44:00,17713,17689,17715,17689,11.43935193
2017-12-15 06:45:00,17706,17701,17713,17692,15.58132151
2017-12-15 06:46:00,17700,17692,17702,17679,25.96081337
2017-12-15 06:47:00,17679,17723,17728,17679,31.90823381
2017-12-15 06:48:00,17730,17750,17750,17728,44.35334429
2017-12-15 06:49:00,17749,17778,17778,17749,26.28702412
2017-12-15 06:50:00,17778,17789,17809,17754,54.66202233
2017-12-15 06:51:00,17790,17790,17790,17782,41.18764641
2017-12-15 06:52:00,17790,17770,17790,17751,21.51817567
2017-12-15 06:53:00,17770,17770,17790,17753,16.81420226
2017-12-15 06:54:00,17769,17783,17787,17736,25.97856593
2017-12-15 06:55:00,17783,17768,17800,17768,36.3466703
2017-12-15 06:56:00,17764,17746,17769,17746,21.05351324
2017-12-15 06:57:00,17745,17743,17749,17729,19.19710478
2017-12-15 06:58:00,17740,17699,17745,17699,53.70041032
2017-12-15 06:59:00,17701,17659,17701,17655,31.76443223
2017-12-15 07:00:00,17659,17680,17680,17650,29.58068372
2017-12-15 07:01:00,17680,17680,17680,17663,17.62627458
2017-12-15 07:02:00,17678,17660,17680,17660,27.62646165
2017-12-15 07:03:00,17675,17650,17675,17650,21.25025279
2017-12-15 07:04:00,17650,17622,17651,17614,53.74751423
2017-12-15 07:05:00,17615,17629,17630,17599,85.89721966
2017-12-15 07:06:00,17629,17679,17679,17623,37.9709157
2017-12-15 07:07:00,17670,17702,17707,17670,44.8106777
2017-12-15 07:08:00,17702,17702,17707,17687,26.47038295
2017-12-15 07:09:00,17701,17708,17719,17701,17.75868158
2017-12-15 07:10:00,17709,17746,17746,17704,33.009265
2017-12-15 07:11:00,17746,17760,17762,17743,20.43140591
2017-12-15 07:12:00,17760,17747,17761,17743,29.94175415
2017-12-15 07:13:00,17744,17737,17747,17715,22.56086433
2017-12-15 07:14:00,17739,17741,17750,17714,17.05583063
2017-12-15 07:15:00,17741,17730,17742,17715,13.69791541
2017-12-15 07:16:00,17729,17721,17730,17720,9.93874187
2017-12-15 07:17:00,17720,17711,17720,17701,19.48764566
2017-12-15 07:18:00,17710,17700,17718,17699,27.2305752
2017-12-15 07:19:00,17699,17679,17700,17670,19.82641864
2017-12-15 07:20:00,17670,17663,17699,17650,38.72428176
2017-12-15 07:21:00,17665,17686,17699,17657,27.96677766
2017-12-15 07:22:00,17692,17650,17692,17650,31.49677652
2017-12-15 07:23:00,17650,17639,17650,17621,41.50219007
2017-12-15 07:24:00,17623,17600,17645,17591,63.37326481
