MTS,OPEN,CLOSE,HIGH,LOW,VOLUME
2017/12/14 12:57,16297,16291,16298,16275,26.95537458
2017/12/14 12:58,16292,16273,16294,16272,37.5551354
2017/12/14 12:59,16271,16259,16279,16256,89.57391583
2017/12/14 13:00,16256,16244,16261,16243,41.09187069
2017/12/14 13:01,16245,16242,16245,16237,26.90857141
2017/12/14 13:02,16240,16261,16270,16237,23.91548435
2017/12/14 13:03,16262,16252,16264,16239,17.19726638
2017/12/14 13:04,16245,16242,16246,16230,14.16198755
2017/12/14 13:05,16245,16252,16271,16242,12.18349284
2017/12/14 13:06,16263,16264,16264,16249,18.88761875
2017/12/14 13:07,16263,16266,16266,16263,13.40363047
2017/12/14 13:08,16266,16331,16332,16265,23.68288921
2017/12/14 13:09,16331,16332,16354,16317,14.1283248
2017/12/14 13:10,16332,16311,16339,16290,15.73333339
2017/12/14 13:11,16311,16288,16316,16288,10.43676733
2017/12/14 13:12,16288,16333,16347,16288,20.88774361
2017/12/14 13:13,16333,16315,16348,16312,17.24171859
2017/12/14 13:14,16313,16323,16327,16307,8.51501734
2017/12/14 13:15,16322,16309,16325,16306,18.04470703
2017/12/14 13:16,16308,16312,16323,16306,11.47102801
2017/12/14 13:17,16311,16277,16316,16271,10.01470923
2017/12/14 13:18,16283,16280,16311,16270,17.2602507
2017/12/14 13:19,16275,16272,16278,16270,9.39307785
2017/12/14 13:20,16272,16293,16294,16270,6.20348078
2017/12/14 13:21,16285,16277,16292,16273,6.26448209
2017/12/14 13:22,16277,16270,16285,16263.81452,28.74958799
2017/12/14 13:23,16270,16248,16288,16246.13005,28.34674742
2017/12/14 13:24,16246.13005,16246,16248,16227,24.62274803
2017/12/14 13:25,16246,16240,16261,16227,27.51006361
2017/12/14 13:26,16245,16227,16245,16227,20.3921145
2017/12/14 13:27,16227,16229,16229,16227,53.33364833
2017/12/14 13:28,16230,16228,16248,16228,31.93499798
2017/12/14 13:29,16228,16230,16235,16228,18.88937353
2017/12/14 13:30,16230,16227,16231,16227,27.95402743
2017/12/14 13:31,16227,16227,16228,16227,31.98413067
2017/12/14 13:32,16227,16229,16231,16227,79.71875877
2017/12/14 13:33,16230,16244,16259,16227,37.33573849
2017/12/14 13:34,16243,16254,16260,16240,25.79592304
2017/12/14 13:35,16251,16227,16258,16227,45.69583748
2017/12/14 13:36,16227,16231,16234,16227,10.00063849
2017/12/14 13:37,16233,16232,16243,16230,13.2264565
2017/12/14 13:38,16237,16227,16248,16227,22.82637281
2017/12/14 13:39,16227,16227,16247,16227,21.10089729
2017/12/14 13:40,16229,16245,16249,16227,16.98854532
2017/12/14 13:41,16246,16250,16250,16245,19.10253638
2017/12/14 13:42,16250,16293,16295,16249,10.78497082
2017/12/14 13:43,16293,16320,16357,16293,19.92948769
2017/12/14 13:44,16319,16343.85847,16343.85847,16302,21.66073958
2017/12/14 13:45,16343,16377,16423,16338,71.01731458
2017/12/14 13:46,16376,16342,16395.70259,16338,33.43823048
2017/12/14 13:47,16339,16356,16359,16338,15.03777785
2017/12/14 13:48,16356,16339,16361,16339,10.31832134
2017/12/14 13:49,16339,16339,16347,16319,26.85111704
2017/12/14 13:50,16339,16320,16379,16320,30.90026465
2017/12/14 13:51,16320,16359,16368,16320,34.36516916
2017/12/14 13:52,16352,16357,16375,16332,21.32073067
2017/12/14 13:53,16356,16351,16379,16344,18.30042749
2017/12/14 13:54,16351,16353,16370,16329,36.18853285
2017/12/14 13:55,16345,16354,16356,16322,11.35634078
2017/12/14 13:56,16354,16351,16360,16350,21.50528767
2017/12/14 13:57,16351,16354.46295,16377,16350,14.14275675
2017/12/14 13:58,16354.46295,16351,16377,16350,16.5767952
2017/12/14 13:59,16351,16361,16380,16350,15.94655242
2017/12/14 14:00,16378,16402,16410,16363,47.62217438
2017/12/14 14:01,16400,16406,16410,16400,31.99026914
2017/12/14 14:02,16405,16405,16425,16400,38.06467246
2017/12/14 14:03,16417,16394,16421,16388,19.13972709
2017/12/14 14:04,16394,16398,16420,16379,8.91354246
2017/12/14 14:05,16396,16363,16430,16359,46.32165128
2017/12/14 14:06,16367,16411,16430,16363,22.66838672
2017/12/14 14:07,16411,16430,16430,16397,21.04176288
2017/12/14 14:08,16429,16448,16450,16429,27.29178636
2017/12/14 14:09,16449,16435,16450,16412.19845,21.5700411
2017/12/14 14:10,16434,16436,16449,16429,11.52970018
2017/12/14 14:11,16436,16416,16442,16400,24.27963372
2017/12/14 14:12,16414,16400,16446,16400,28.61614887
2017/12/14 14:13,16400,16381,16413,16363.88916,12.83233028
2017/12/14 14:14,16376,16400.4157,16420,16368,19.57648718
2017/12/14 14:15,16391,16399,16400,16377,15.82797151
2017/12/14 14:16,16400,16400,16425,16380,10.88799647
2017/12/14 14:17,16398,16417,16425,16398,10.17934957
2017/12/14 14:18,16415,16418,16423,16387,9.98165646
2017/12/14 14:19,16418,16411,16424,16395,14.98173385
2017/12/14 14:20,16411,16407,16425,16406,9.3865992
2017/12/14 14:21,16408,16419,16423,16382,26.63460823
2017/12/14 14:22,16418,16419,16422,16400,7.21635548
2017/12/14 14:23,16414,16415,16418,16396,7.39588727
2017/12/14 14:24,16406,16405,16416,16403,13.47513008
